block,reserve0,reserve1,tick,activeTick,sqrtPriceX96,liquidity,tCOIN/USDC amountIn,tCOIN/USDC amountOut,tCOIN/USDC actualPrice,tCOIN/USDC priceImpact,USDC/tCOIN amountIn,USDC/tCOIN amountOut,USDC/tCOIN actualPrice,USDC/tCOIN priceImpact
38914917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38915917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38916917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38917917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38918917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38919917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38920917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38921917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38922917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38923917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38924917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38925917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38926917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927217,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927317,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927417,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927517,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927617,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927717,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927817,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38927917,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38928017,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
38928117,257.999999,0.999999996123985566,220791,220600,4932529947962330849535054193767001,16062378341951,1,128.806209,128.806209,0.5007511279069767,1,0.003849465437766167,0.003849465437766167,0.006837917056328857
